gene	value	status
b2297	0.8739215069684303	optimal
b2987	0.8739215069684303	optimal
b3114	0.8739215069684303	optimal
b3386	0.8739215069684303	optimal
b4152	0.8739215069684303	optimal
b2579	0.8739215069684303	optimal
b2926	-5.487661025838073e-16	optimal
b3528	0.8739215069684324	optimal
b0728	0.8583074080226901	optimal
b0809	0.8739215069684326	optimal
b3603	0.8739215069684326	optimal
b0729	0.8583074080226905	optimal
b0724	0.8142975075325303	optimal
b3736	0.3742298749331092	optimal
b4232	0.8739215069684307	optimal
b4077	0.8739215069684307	optimal
b0755	0.8739215069684307	optimal
b2284	0.2116629497353105	optimal
b3916	0.8739215069684303	optimal
b0722	0.8142975075325263	optimal
b2463	0.8739215069684297	optimal
b4122	0.8739215069684297	optimal
b0474	0.8739215069684297	optimal
b2276	0.21166294973531072	optimal
b4014	0.8739215069684297	optimal
b0485	0.8739215069684297	optimal
b0875	0.8739215069684297	optimal
b1723	0.8739215069684297	optimal
b4015	0.8739215069684297	optimal
b1761	0.8513885233462081	optimal
b2286	0.21166294973531027	optimal
b3962	0.8739215069684387	optimal
b1702	0.8739215069684387	optimal
b1676	0.8739215069684387	optimal
b4151	0.8739215069684307	optimal
b2464	0.8739215069684303	optimal
b3213	0.8739215069684303	optimal
b1621	0.8739215069684303	optimal
b2935	0.8739215069684303	optimal
b1101	0.8739215069684303	optimal
b4025	0.8631595522084184	optimal
b0726	0.8583074080226888	optimal
b2492	0.8739215069684303	optimal
b0721	0.8142975075325289	optimal
b0903	0.8739215069684305	optimal
b2283	0.21166294973530683	optimal
b4395	0.8739215069684303	optimal
b2277	0.2116629497353114	optimal
b0767	0.8638133095039987	optimal
b0008	0.8739215069684294	optimal
b1812	0.8739215069684294	optimal
b3738	0.3742298749331109	optimal
b2282	0.2116629497353105	optimal
b1818	0.8739215069684303	optimal
b0811	0.8739215069684303	optimal
b2416		infeasible
b1817	0.87392150696843	optimal
b3952	0.87392150696843	optimal
b2976	0.87392150696843	optimal
b0810	0.87392150696843	optimal
b0727	0.8583074080226888	optimal
b1241	0.8739215069684297	optimal
b4154	0.8739215069684297	optimal
b2287	0.2116629497353105	optimal
b2278	0.2116629497353105	optimal
b2280	0.2116629497353105	optimal
b0979	0.8739215069684322	optimal
b1603	0.8739215069684322	optimal
b2587	0.8739215069684322	optimal
b0733	0.8739215069684303	optimal
b1380	0.8739215069684303	optimal
b0118	0.8739215069684303	optimal
b2914	0.8739215069684303	optimal
b0904	0.8739215069684303	optimal
b3403	0.8739215069684303	optimal
b4301	0.8739215069684303	optimal
b2029	0.8638133095039999	optimal
b1611	0.8739215069684305	optimal
b1612	0.8739215069684305	optimal
b0978	0.8739215069684305	optimal
b0451	0.8739215069684305	optimal
b2925	0.8739215069684305	optimal
b0723	0.8142975075325306	optimal
b3737	0.3742298749331136	optimal
b2417	0.873921506968431	optimal
b3739	0.873921506968431	optimal
b1478	0.8739215069684303	optimal
b2458	0.8739215069684303	optimal
b1854	0.8739215069684303	optimal
b0116	0.7823510529477369	optimal
b4090	0.8739215069684299	optimal
b2465	0.8739215069684299	optimal
b1297	0.8739215069684299	optimal
b3212	0.8739215069684299	optimal
b2285	0.2116629497353105	optimal
b1852	0.8638133095040001	optimal
b3612	0.8739215069684297	optimal
b3731	0.37422987493310944	optimal
b0734	0.8739215069684301	optimal
b4153	0.8739215069684301	optimal
b2279	0.21166294973531088	optimal
b3919	0.7040369478590238	optimal
b3236	0.8258192905969886	optimal
b3735	0.3742298749331091	optimal
b1602	0.8739215069684345	optimal
b3733	0.3742298749331098	optimal
b0356	0.8739215069684306	optimal
b3493	0.8739215069684306	optimal
b3734	0.3742298749331105	optimal
b1773	0.8739215069684293	optimal
b1779	-5.896902755484897e-16	optimal
b1524	0.8739215069684289	optimal
b3956	0.8707448062160228	optimal
b0902	0.8739215069684285	optimal
b2281	0.2116629497353117	optimal
s0001	0.21114065257211764	optimal
b1479	0.8739215069684451	optimal
b1819	0.8739215069684451	optimal
b3925	0.8739215069684451	optimal
b1849	0.8739215069684451	optimal
b1136	0.0	optimal
b3870	0.8739215069684323	optimal
b2288	0.2116629497353112	optimal
b2975	0.8739215069684234	optimal
b1276	0.8739215069684234	optimal
b0351	0.8739215069684234	optimal
b0720	3.259430153581259e-17	optimal
b2415		infeasible
b2296	0.8739215069684311	optimal
b3951	0.8739215069684311	optimal
b3732	0.3742298749331079	optimal
b0114	0.7966959254309554	optimal
b3115	0.8739215069684303	optimal
b0115	0.7966959254309558	optimal
b2097	0.8739215069684302	optimal
b2133	0.8739215069684302	optimal
b2779	6.431713125735937e-18	optimal
